,sentiment,text,confidence
1083,neutral," Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services",1.0
1084,neutral," Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States",1.0
1085,neutral, Two other sites will be included later on,1.0
1086,neutral," Under a preliminary estimation , the technology park will measure about 50,000 square meters",1.0
1087,neutral, Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis,1.0
1088,neutral, Valga Lihatoostus markets its products under the Maks & Moorits trademark,1.0
1089,neutral," We know that it exists , '' Artemyev said",1.0
1090,neutral, We offer our customers solutions based on renewable raw materials,1.0
1091,neutral," When dialing in , the participants should quote 877417 as conference ID",1.0
1092,neutral, Work on the assignment has already started and is due for completion in spring 2011,1.0
1093,neutral, Yvonne Jones is owner of Chameleon Interiors,1.0
1094,neutral, ZAO YIT Moskovia builds housing in Moscow and its surrounding cities,1.0
1095,neutral," Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007",1.0
1096,neutral, ` Nordic infrastructure construction is one of our strategic growth areas,1.0
1097,neutral," ` Sanoma is a buyer not a target , ' he said",1.0
1098,neutral," `` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said",1.0
1099,neutral," `` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday",1.0
1100,neutral, `` It wo n't happen overnight,1.0
1101,neutral, `` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand,1.0
1102,neutral, `` Serving customers locally is one of the cornerstones of customer focus for us,1.0
1103,neutral," `` We know there are some of our own people out there . ''@neutral +£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor",1.0
1104,neutral, 25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m,1.0
1105,neutral," 3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday",1.0
1106,neutral," A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain",1.0
1107,neutral, A few employees would remain at the Oulu plant in support functions for other group units,1.0
1108,neutral, A huge issue for us is the button placement,1.0
1109,neutral, A merger between UPM and Finnish-Swedish Stora Enso is not likely either,1.0
1110,neutral, A paper mill in the central Maine town of Madison soon will have a new owner,1.0
1111,neutral, A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010,1.0
1112,neutral," Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year",1.0
1113,neutral," Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl",1.0
1114,neutral," According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn",1.0
1115,neutral," According to HK Ruokatalo , almost all the meat used by the company comes from Finland",1.0
1116,neutral, Activities range from the development of natural resources to the retailed marketing of finished products,1.0
1117,neutral," Additionally , information on business segments , competitors and future outlook are provided",1.0
1118,neutral," Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard",1.0
1119,neutral, Affecto has participated in the program for the development of the Norwegian pension system since 2007,1.0
1120,neutral, AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries,1.0
1121,neutral, After 1 April 2007 Cencorp will not have any own employees in the territory,1.0
1122,neutral," After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper",1.0
1123,neutral," After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 %",1.0
1124,neutral," After the transaction , Tikkurila has no powder coatings related operations",1.0
1125,neutral," Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time",1.0
1126,neutral," ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press",1.0
1127,neutral," Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy",1.0
1128,neutral," Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg",1.0
1129,neutral," Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full",1.0
1130,neutral, An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007,1.0
1131,neutral, An EU law on the issue may be introduced around 2010,1.0
1132,neutral, Another firm Air Liquide was exempted because it left the market in 1998,1.0
1133,neutral," Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don",1.0
1134,neutral, Arena Partners Oy is a development company for electronic business,1.0
1135,neutral," As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007",1.0
1136,neutral," As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland",1.0
1137,neutral," As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd.",1.0
1138,neutral, Aspo 's Group structure and business operations are continually developed without any predefined schedules,1.0
1139,neutral," At some point , it will spread also to Iran and Iraq",1.0
1140,neutral," At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn",1.0
1141,neutral," At the moment , there are approximately 20 Vianor sales offices in Russia",1.0
1142,neutral," Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR",1.0
1143,neutral, Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format,1.0
1144,neutral, Basware finances the acquisition with a bank loan,1.0
1145,neutral," BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite",1.0
1146,neutral, Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK,1.0
1147,neutral," Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital",1.0
1148,neutral, Bluewin Security is available as a monthly subscription,1.0
1149,neutral," Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago",1.0
1150,neutral, Capital base and capital adequacy measurement is based on approaches under Basel II,1.0
1151,neutral," CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital",1.0
1152,neutral," CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area",1.0
